,response,noun,gender,nounclass,predicate1,predicate1English,predicate2,predicate2English,class1,class2,slide_number,condition,assess,age,education,language,region,dialect,enjoyment,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id
12,0.88,sedia,Male,furniture,cattivo,bad,minuscolo,tiny,quality,size,15,AAN,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
13,0.07,ventilatore,Male,furniture,francese,French,minuscolo,tiny,nationality,size,16,ANA,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
14,0.16,sedia,Male,furniture,minuscolo,tiny,rotondo,round,size,shape,17,NAA,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
15,0.18,carota,Male,food,francese,French,giallo,yellow,nationality,color,18,NAA,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
16,0.84,divano,Male,furniture,corto,short,marrone,brown,size,color,19,ANA,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
17,0.11,banana,Male,food,quadrato,square,blu,blue,shape,color,20,NAA,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
18,0.14,sedia,Male,furniture,piccolo,small,duro,hard,size,texture,21,AAN,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
19,0.86,formaggio,Male,food,fresco,fresh,liscio,smooth,age,texture,22,AAN,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
20,0.1,pomodoro,Male,food,tedesco,German,giallo,yellow,nationality,color,23,AAN,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
21,0.1,divano,Male,furniture,fresco,fresh,gigantesco,huge,age,size,24,AAN,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
22,1.0,divano,Male,furniture,morbido,soft,marrone,brown,texture,color,25,ANA,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
23,0.56,scrivania,Male,furniture,blu,blue,liscio,smooth,color,texture,26,AAN,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
24,1.0,televisore,Male,furniture,grande,big,tedesco,German,size,nationality,27,ANA,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
25,0.82,mela,Male,food,piccolo,small,vecchio,old,size,age,28,AAN,Yes,22,2,Italiano,Calabria,calabrese,2,,Chrome,Windows,864,1536,2.4077333333333333,9
0,0.02,ventilatore,Male,furniture,marrone,brown,marcio,rotten,color,age,3,ANA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
1,0.99,banana,Male,food,minuscolo,tiny,verde,green,size,color,4,ANA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
2,0.0,banana,Male,food,rotondo,round,grande,big,shape,size,5,AAN,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
3,0.08,divano,Male,furniture,vecchio,old,rosso,red,age,color,6,NAA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
4,0.95,scrivania,Male,furniture,piccolo,small,francese,French,size,nationality,7,NAA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
5,0.14,divano,Male,furniture,rotondo,round,nuovo,new,shape,age,8,ANA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
6,0.04,sedia,Male,furniture,polacco,Polish,duro,hard,nationality,texture,9,ANA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
7,0.98,formaggio,Male,food,vecchio,old,giallo,yellow,age,color,10,NAA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
8,0.96,carota,Male,food,corto,short,marrone,brown,size,color,11,NAA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
9,0.12,scrivania,Male,furniture,marcio,rotten,marrone,brown,age,color,12,AAN,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
10,0.89,divano,Male,furniture,vecchio,old,giallo,yellow,age,color,13,ANA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
11,0.97,divano,Male,furniture,giallo,yellow,minuscolo,tiny,color,size,14,NAA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
12,0.94,pomodoro,Male,food,nuovo,new,rotondo,round,age,shape,15,ANA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
13,0.05,divano,Male,furniture,francese,French,cattivo,bad,nationality,quality,16,ANA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
14,0.96,scrivania,Male,furniture,polacco,Polish,grande,big,nationality,size,17,NAA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
15,0.92,banana,Male,food,nuovo,new,lungo,long,age,size,18,ANA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
16,0.05,formaggio,Male,food,corto,short,fresco,fresh,size,age,19,NAA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
17,0.98,scrivania,Male,furniture,quadrato,square,fantastico,wonderful,shape,quality,20,NAA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
18,0.04,formaggio,Male,food,marcio,rotten,fantastico,wonderful,age,quality,21,AAN,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
19,0.11,banana,Male,food,corto,short,nuovo,new,size,age,22,AAN,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
20,0.07,carota,Male,food,tedesco,German,lungo,long,nationality,size,23,AAN,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
21,0.08,carota,Male,food,tedesco,German,fresco,fresh,nationality,age,24,ANA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
22,0.06,formaggio,Male,food,cattivo,bad,vecchio,old,quality,age,25,ANA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
23,0.0,banana,Male,food,fantastico,wonderful,minuscolo,tiny,quality,size,26,AAN,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
24,0.9,pomodoro,Male,food,viola,purple,fresco,fresh,color,age,27,NAA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
25,0.02,sedia,Male,furniture,francese,French,lungo,long,nationality,size,28,ANA,Yes,46,1,Italiano,Campania,Campano,2,,Chrome,Linux,869,412,3.00175,10
0,0.78,ventilatore,Female,furniture,fantastico,wonderful,corto,short,quality,size,3,AAN,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
1,0.5,mela,Female,food,fantastico,wonderful,grande,big,quality,size,4,ANA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
2,0.77,ventilatore,Female,furniture,cattivo,bad,gigantesco,huge,quality,size,5,AAN,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
3,0.1,televisore,Female,furniture,rotondo,round,liscio,smooth,shape,texture,6,ANA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
4,1.0,divano,Female,furniture,gigantesco,huge,cattivo,bad,size,quality,7,ANA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
5,0.02,televisore,Female,furniture,quadrato,square,corto,short,shape,size,8,NAA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
6,0.04,ventilatore,Female,furniture,polacco,Polish,verde,green,nationality,color,9,ANA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
7,0.88,mela,Female,food,tedesco,German,lungo,long,nationality,size,10,AAN,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
8,0.88,ventilatore,Female,furniture,vecchio,old,fantastico,wonderful,age,quality,11,NAA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
9,0.99,pomodoro,Female,food,grande,big,verde,green,size,color,12,AAN,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
10,0.39,televisore,Female,furniture,fresco,fresh,polacco,Polish,age,nationality,13,NAA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
11,0.0,scrivania,Female,furniture,polacco,Polish,minuscolo,tiny,nationality,size,14,ANA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
12,0.87,sedia,Female,furniture,nuovo,new,corto,short,age,size,15,AAN,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
13,0.9,banana,Female,food,cattivo,bad,fresco,fresh,quality,age,16,ANA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
14,1.0,divano,Female,furniture,marcio,rotten,viola,purple,age,color,17,NAA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
15,0.86,televisore,Female,furniture,cattivo,bad,lungo,long,quality,size,18,ANA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
16,0.0,scrivania,Female,furniture,cattivo,bad,piccolo,small,quality,size,19,ANA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
17,0.49,mela,Female,food,nuovo,new,blu,blue,age,color,20,AAN,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
18,0.9,scrivania,Female,furniture,marcio,rotten,blu,blue,age,color,21,ANA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
19,0.91,formaggio,Female,food,minuscolo,tiny,duro,hard,size,texture,22,NAA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
20,0.45,scrivania,Female,furniture,fantastico,wonderful,marcio,rotten,quality,age,23,NAA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
21,0.02,pomodoro,Female,food,gigantesco,huge,rotondo,round,size,shape,24,NAA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
22,0.91,formaggio,Female,food,nuovo,new,quadrato,square,age,shape,25,ANA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
23,0.27,mela,Female,food,marrone,brown,nuovo,new,color,age,26,AAN,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
24,0.78,carota,Female,food,tedesco,German,marrone,brown,nationality,color,27,NAA,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
25,0.77,ventilatore,Female,furniture,verde,green,liscio,smooth,color,texture,28,AAN,Yes,28,1,Italiano,Puglia,Molfettese,2,,Chrome,Windows,864,1536,4.6892,11
0,0.09,divano,Male,furniture,cattivo,bad,gigantesco,huge,quality,size,3,ANA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
1,0.84,scrivania,Male,furniture,tedesco,German,rosso,red,nationality,color,4,NAA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
2,0.01,carota,Male,food,gigantesco,huge,tedesco,German,size,nationality,5,NAA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
3,1.0,scrivania,Male,furniture,rotondo,round,viola,purple,shape,color,6,ANA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
4,0.37,formaggio,Male,food,piccolo,small,viola,purple,size,color,7,AAN,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
5,0.48,pomodoro,Male,food,cattivo,bad,piccolo,small,quality,size,8,NAA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
6,0.67,carota,Male,food,rotondo,round,blu,blue,shape,color,9,NAA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
7,0.5,banana,Male,food,corto,short,tedesco,German,size,nationality,10,NAA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
8,0.55,formaggio,Male,food,blu,blue,tedesco,German,color,nationality,11,AAN,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
9,0.47,pomodoro,Male,food,tedesco,German,liscio,smooth,nationality,texture,12,NAA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
10,0.86,carota,Male,food,rotondo,round,fantastico,wonderful,shape,quality,13,NAA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
11,0.69,ventilatore,Male,furniture,gigantesco,huge,marrone,brown,size,color,14,ANA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
12,0.0,divano,Male,furniture,verde,green,nuovo,new,color,age,15,ANA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
13,0.07,mela,Male,food,verde,green,cattivo,bad,color,quality,16,ANA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
14,0.96,divano,Male,furniture,duro,hard,rosso,red,texture,color,17,ANA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
15,0.7,scrivania,Male,furniture,marcio,rotten,quadrato,square,age,shape,18,ANA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
16,0.52,banana,Male,food,corto,short,tedesco,German,size,nationality,19,AAN,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
17,0.5,carota,Male,food,viola,purple,marcio,rotten,color,age,20,AAN,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
18,0.36,carota,Male,food,cattivo,bad,tedesco,German,quality,nationality,21,AAN,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
19,0.14,mela,Male,food,rosso,red,polacco,Polish,color,nationality,22,NAA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
20,0.1,formaggio,Male,food,viola,purple,piccolo,small,color,size,23,AAN,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
21,0.46,mela,Male,food,grande,big,morbido,soft,size,texture,24,NAA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
22,0.49,scrivania,Male,furniture,viola,purple,corto,short,color,size,25,NAA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
23,0.59,scrivania,Male,furniture,piccolo,small,viola,purple,size,color,26,NAA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
24,0.46,pomodoro,Male,food,marrone,brown,rotondo,round,color,shape,27,AAN,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
25,0.89,televisore,Male,furniture,nuovo,new,grande,big,age,size,28,ANA,Yes,37,3,Italiano,Veneto,veneto,1,,Chrome,Windows,1440,3440,4.859883333333333,12
0,0.88,mela,Male,food,piccolo,small,verde,green,size,color,3,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
1,0.16,ventilatore,Male,furniture,tedesco,German,rosso,red,nationality,color,4,NAA,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
2,0.93,carota,Male,food,polacco,Polish,quadrato,square,nationality,shape,5,NAA,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
3,0.88,pomodoro,Male,food,duro,hard,giallo,yellow,texture,color,6,ANA,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
4,0.79,divano,Male,furniture,cattivo,bad,quadrato,square,quality,shape,7,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
5,0.62,ventilatore,Male,furniture,blu,blue,cattivo,bad,color,quality,8,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
6,0.18,pomodoro,Male,food,polacco,Polish,lungo,long,nationality,size,9,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
7,0.66,ventilatore,Male,furniture,blu,blue,tedesco,German,color,nationality,10,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
8,0.07,televisore,Male,furniture,blu,blue,fantastico,wonderful,color,quality,11,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
9,0.87,banana,Male,food,duro,hard,quadrato,square,texture,shape,12,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
10,0.7,formaggio,Male,food,marcio,rotten,marrone,brown,age,color,13,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
11,0.0,mela,Male,food,gigantesco,huge,polacco,Polish,size,nationality,14,NAA,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
12,0.67,ventilatore,Male,furniture,marrone,brown,nuovo,new,color,age,15,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
13,0.86,ventilatore,Male,furniture,corto,short,marcio,rotten,size,age,16,ANA,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
14,0.93,mela,Male,food,corto,short,fantastico,wonderful,size,quality,17,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
15,0.82,televisore,Male,furniture,liscio,smooth,polacco,Polish,texture,nationality,18,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
16,0.87,scrivania,Male,furniture,fantastico,wonderful,morbido,soft,quality,texture,19,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
17,0.08,divano,Male,furniture,polacco,Polish,piccolo,small,nationality,size,20,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
18,0.87,divano,Male,furniture,fantastico,wonderful,duro,hard,quality,texture,21,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
19,1.0,mela,Male,food,grande,big,morbido,soft,size,texture,22,ANA,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
20,0.69,mela,Male,food,marrone,brown,marcio,rotten,color,age,23,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
21,0.13,televisore,Male,furniture,blu,blue,rotondo,round,color,shape,24,ANA,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
22,0.27,banana,Male,food,marrone,brown,tedesco,German,color,nationality,25,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
23,0.0,formaggio,Male,food,marrone,brown,cattivo,bad,color,quality,26,ANA,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
24,1.0,pomodoro,Male,food,nuovo,new,cattivo,bad,age,quality,27,NAA,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
25,0.96,pomodoro,Male,food,fantastico,wonderful,nuovo,new,quality,age,28,AAN,Yes,27,1,Italiano,Toscana,Toscano,2,,Chrome,Mac,1062,2212,1.89295,13
0,0.39,ventilatore,Female,furniture,liscio,smooth,corto,short,texture,size,3,NAA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
1,0.14,formaggio,Female,food,giallo,yellow,quadrato,square,color,shape,4,NAA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
2,0.6,ventilatore,Female,furniture,rosso,red,marcio,rotten,color,age,5,NAA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
3,0.88,mela,Female,food,cattivo,bad,gigantesco,huge,quality,size,6,NAA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
4,0.01,mela,Female,food,fresco,fresh,fantastico,wonderful,age,quality,7,AAN,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
5,0.33,divano,Female,furniture,tedesco,German,quadrato,square,nationality,shape,8,AAN,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
6,0.05,mela,Female,food,marcio,rotten,giallo,yellow,age,color,9,NAA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
7,0.08,carota,Female,food,quadrato,square,gigantesco,huge,shape,size,10,AAN,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
8,0.29,mela,Female,food,lungo,long,rosso,red,size,color,11,NAA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
9,1.0,pomodoro,Female,food,fantastico,wonderful,rotondo,round,quality,shape,12,ANA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
10,0.99,carota,Female,food,lungo,long,quadrato,square,size,shape,13,ANA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
11,0.99,formaggio,Female,food,fantastico,wonderful,polacco,Polish,quality,nationality,14,AAN,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
12,0.99,divano,Female,furniture,nuovo,new,corto,short,age,size,15,AAN,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
13,0.81,pomodoro,Female,food,piccolo,small,rotondo,round,size,shape,16,AAN,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
14,0.69,ventilatore,Female,furniture,rotondo,round,grande,big,shape,size,17,NAA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
15,0.35,pomodoro,Female,food,francese,French,marrone,brown,nationality,color,18,NAA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
16,0.31,ventilatore,Female,furniture,tedesco,German,fresco,fresh,nationality,age,19,ANA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
17,0.74,pomodoro,Female,food,polacco,Polish,fantastico,wonderful,nationality,quality,20,NAA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
18,0.99,divano,Female,furniture,polacco,Polish,gigantesco,huge,nationality,size,21,NAA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
19,0.11,ventilatore,Female,furniture,blu,blue,marcio,rotten,color,age,22,AAN,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
20,0.85,banana,Female,food,morbido,soft,nuovo,new,texture,age,23,NAA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
21,0.69,ventilatore,Female,furniture,marcio,rotten,quadrato,square,age,shape,24,NAA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
22,0.25,televisore,Female,furniture,verde,green,fantastico,wonderful,color,quality,25,ANA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
23,0.98,formaggio,Female,food,grande,big,rotondo,round,size,shape,26,ANA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
24,0.28,sedia,Female,furniture,rosso,red,gigantesco,huge,color,size,27,ANA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
25,0.81,ventilatore,Female,furniture,francese,French,liscio,smooth,nationality,texture,28,ANA,Yes,36,3,italiano,Abruzzo,,2,,Chrome,Windows,1080,1920,4.261983333333333,14
0,0.9,formaggio,Male,food,rotondo,round,liscio,smooth,shape,texture,3,NAA,Yes,41,3,Italiano,abruzzo,,1,,Chrome,Windows,864,1536,5.7892166666666665,15
